Player,Team,#,Nation,Position,Age,Minutes,Goals,Assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,Yellow Cards,Red Cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Ilias Akhomach,Villarreal,11,MAR,RM,20,62,0,0,0,0,2,0,0,0,12,0,0,1,0.1,0.1,0,2,0,5,6,"83,3",1,8,1,0,0,14/09/2024
Yeremi Pino,Villarreal,21,ESP,"LM,RM",21,28,0,1,0,0,1,0,0,0,12,1,0,0,0.1,0.1,0.5,2,1,6,9,"66,7",1,10,0,1,0,14/09/2024
Sergi Cardona,Villarreal,23,ESP,LB,25,85,0,0,0,0,1,0,1,0,63,2,1,2,0,0,0.1,1,0,38,49,"77,6",2,34,1,2,0,14/09/2024
Juan Bernat,Villarreal,12,ESP,LB,31,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.1,1,0,5,6,"83,3",0,5,1,0,0,14/09/2024
Logan Costa,Villarreal,2,CPV,CB,23,90,1,0,0,0,1,1,0,0,60,1,1,0,0.2,0.2,0,0,0,41,45,"91,1",4,34,0,0,0,14/09/2024
Raúl Albiol,Villarreal,3,ESP,CB,39,90,0,0,0,0,1,0,0,0,54,0,0,2,0.1,0.1,0,0,0,34,43,"79,1",0,26,0,0,0,14/09/2024
Kiko Femenía,Villarreal,17,ESP,RB,33,90,0,0,0,0,0,0,0,0,56,1,1,1,0,0,0,3,0,44,51,"86,3",1,30,2,0,0,14/09/2024
Diego Conde,Villarreal,13,ESP,GK,25,90,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,17,22,"77,3",0,17,0,0,0,14/09/2024
Isaac Romero,Sevilla,7,ESP,FW,24,89,0,0,0,0,4,2,1,0,38,1,0,3,0.3,0.3,0,2,0,17,21,"81,0",2,19,2,4,2,14/09/2024
Gonzalo Montiel,Sevilla,15,ARG,"LM,FW",27,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,"100,0",0,2,0,0,0,14/09/2024
Chidera Ejuke,Sevilla,21,NGA,LW,26,66,0,0,0,0,0,0,0,0,43,1,0,1,0,0,0,1,1,27,33,"81,8",1,31,4,7,5,14/09/2024
Dodi Lukebakio,Sevilla,11,BEL,"FW,LW",26,24,0,0,0,0,1,0,0,0,9,0,0,0,0.4,0.4,0.1,2,0,3,7,"42,9",0,4,1,2,2,14/09/2024
Peque,Sevilla,14,ESP,RW,21,75,0,0,0,0,0,0,0,0,33,1,0,1,0,0,0.1,2,0,19,20,"95,0",8,18,0,2,0,14/09/2024
Lucien Agoume,Sevilla,18,FRA,"CM,RW",22,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,6,9,"66,7",0,6,1,2,2,14/09/2024
Adrià Pedrosa,Sevilla,3,ESP,"LM,WB,LB",26,90,0,1,0,0,1,0,0,0,59,2,1,3,0.1,0.1,0.1,2,1,30,40,"75,0",2,22,2,3,2,14/09/2024
Djibril Sow,Sevilla,20,SUI,"CM,AM",27,89,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0,44,46,"95,7",9,27,1,1,0,14/09/2024
Valentín Barco,Sevilla,19,ARG,"RM,AM",20,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,"100,0",0,1,0,1,0,14/09/2024
Nemanja Gudelj,Sevilla,6,SRB,CM,32,90,0,0,0,0,0,0,0,0,60,3,0,1,0,0,0,0,0,47,54,"87,0",4,20,0,1,1,14/09/2024
Jesús Navas,Sevilla,16,ESP,RM,38,67,1,0,0,0,2,2,0,0,45,2,1,0,0.5,0.5,0,1,0,32,39,"82,1",1,24,0,0,0,14/09/2024
Juanlu Sánchez,Sevilla,26,ESP,"RM,WB",21,19,0,0,0,0,0,0,2,1,5,1,0,0,0,0,0,0,0,1,2,"50,0",0,1,0,1,0,14/09/2024
Marcão,Sevilla,23,BRA,CB,28,79,0,0,0,0,0,0,0,0,60,3,0,2,0,0,0,0,0,39,44,"88,6",1,24,0,2,0,14/09/2024
Kike Salas,Sevilla,4,ESP,CB,22,11,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,3,5,"60,0",3,1,0,0,0,14/09/2024
Tanguy Nianzou,Sevilla,24,FRA,CB,22,90,0,0,0,0,0,0,0,0,45,1,1,0,0,0,0,0,0,30,37,"81,1",0,18,0,0,0,14/09/2024
Carmona,Sevilla,32,ESP,"CB,RB",22,90,0,0,0,0,1,0,0,0,67,3,2,0,0,0,0.4,1,0,50,59,"84,7",3,31,2,2,2,14/09/2024
Ørjan Nyland,Sevilla,13,NOR,GK,34,90,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0.2,2,0,19,48,"39,6",0,25,0,0,0,14/09/2024
Umar Sadiq,Real Sociedad,19,NGA,FW,27,62,0,0,0,0,1,0,1,0,21,0,1,1,0.1,0.1,0.2,3,0,8,11,"72,7",1,14,1,2,0,14/09/2024
Orri Steinn Óskarsson,Real Sociedad,9,ISL,FW,20,28,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,6,"33,3",0,3,0,0,0,14/09/2024
Sheraldo Becker,Real Sociedad,11,SUR,LW,29,62,0,0,0,0,1,0,0,0,17,0,0,0,0.2,0.2,0,3,0,8,15,"53,3",0,12,2,2,2,14/09/2024
Ander Barrenetxea,Real Sociedad,7,ESP,LW,22,28,0,0,0,0,0,0,1,0,17,0,1,0,0,0,0,0,0,11,16,"68,8",1,9,1,0,0,14/09/2024
Takefusa Kubo,Real Sociedad,14,JPN,RW,23,90,0,0,0,0,1,0,0,0,54,0,1,0,0.1,0.1,0.2,4,0,35,42,"83,3",6,39,5,5,1,14/09/2024
Sergio Gómez,Real Sociedad,17,ESP,CM,24,90,0,0,0,0,1,1,0,0,72,2,0,1,0,0,0,3,0,50,63,"79,4",4,37,1,1,0,14/09/2024
Martín Zubimendi,Real Sociedad,4,ESP,CM,25,90,0,0,0,0,0,0,0,0,79,3,2,2,0,0,0,0,0,66,71,"93,0",10,50,3,0,0,14/09/2024
Luka Sučić,Real Sociedad,24,CRO,CM,22,74,0,0,0,0,4,0,0,0,48,2,0,1,0.4,0.4,0.2,3,0,33,39,"84,6",3,32,1,0,0,14/09/2024
Beñat Turrientes,Real Sociedad,22,ESP,CM,22,16,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,11,13,"84,6",1,8,1,2,0,14/09/2024
Javi López,Real Sociedad,12,ESP,LB,22,77,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0,0,31,34,"91,2",3,24,2,1,1,14/09/2024
Aihen Muñoz,Real Sociedad,3,ESP,LB,27,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,14,16,"87,5",3,11,2,0,0,14/09/2024
Nayef Aguerd,Real Sociedad,21,MAR,CB,28,74,0,0,0,0,2,1,0,0,43,2,0,2,0.3,0.3,0,0,0,33,34,"97,1",1,28,0,0,0,14/09/2024
Jon Pacheco,Real Sociedad,20,ESP,CB,23,16,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,14,14,"100,0",1,12,0,0,0,14/09/2024
Igor Zubeldia,Real Sociedad,5,ESP,CB,27,90,0,0,0,0,0,0,0,0,52,1,1,4,0,0,0.3,1,0,39,47,"83,0",2,24,0,0,0,14/09/2024
Jon Aramburu,Real Sociedad,27,VEN,RB,22,90,0,0,0,0,1,0,1,0,58,3,0,0,0,0,0.1,2,0,44,49,"89,8",7,32,3,0,0,14/09/2024
Álex Remiro,Real Sociedad,1,ESP,GK,29,90,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,14,19,"73,7",0,9,0,0,0,14/09/2024
Kylian Mbappé,Real Madrid,9,FRA,FW,25,89,1,0,1,1,2,1,0,0,38,0,0,0,0.9,0.1,0.1,2,0,19,23,"82,6",3,26,3,8,2,14/09/2024
Endrick,Real Madrid,16,BRA,FW,18,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,"100,0",1,2,0,0,0,14/09/2024
Vinicius Júnior,Real Madrid,7,BRA,LW,24,90,1,0,1,1,4,0,0,0,41,2,0,0,1,0.2,0,4,2,19,26,"73,1",1,30,4,3,1,14/09/2024
Brahim Díaz,Real Madrid,21,MAR,RW,25,24,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,13,14,"92,9",3,11,1,1,1,14/09/2024
Rodrygo,Real Madrid,11,BRA,RW,23,66,0,0,0,0,0,0,0,0,26,1,0,1,0,0,0.1,3,0,17,20,"85,0",4,20,4,3,0,14/09/2024
Arda Güler,Real Madrid,15,TUR,AM,19,76,0,0,0,0,2,0,0,0,43,0,1,1,0.1,0.1,0.1,2,1,34,35,"97,1",5,29,0,3,1,14/09/2024
Lucas Vázquez,Real Madrid,17,ESP,AM,33,14,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,1,0,7,9,"77,8",0,7,0,0,0,14/09/2024
Luka Modrić,Real Madrid,10,CRO,DM,39,90,0,0,0,0,2,1,1,0,77,1,1,1,0.1,0.1,0.2,6,0,59,66,"89,4",3,42,0,0,0,14/09/2024
Federico Valverde,Real Madrid,8,URU,DM,26,90,0,0,0,0,1,0,0,0,72,3,1,0,0,0,0,1,0,59,63,"93,7",7,41,1,0,0,14/09/2024
Ferland Mendy,Real Madrid,23,FRA,LB,29,90,0,0,0,0,0,0,0,0,63,5,0,2,0,0,0,0,0,49,53,"92,5",2,32,0,0,0,14/09/2024
Antonio Rüdiger,Real Madrid,22,GER,CB,31,90,0,0,0,0,1,1,0,0,66,1,1,1,0.1,0.1,0,0,0,47,56,"83,9",1,48,0,0,0,14/09/2024
Éder Militão,Real Madrid,3,BRA,CB,26,90,0,0,0,0,1,1,0,0,80,3,1,2,0.1,0.1,0,0,0,53,66,"80,3",2,52,0,0,0,14/09/2024
Dani Carvajal,Real Madrid,2,ESP,RB,32,90,0,0,0,0,1,0,0,0,70,1,1,2,0.1,0.1,0.1,3,0,53,60,"88,3",2,39,1,0,0,14/09/2024
Thibaut Courtois,Real Madrid,1,BEL,GK,32,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,28,35,"80,0",0,24,0,0,0,14/09/2024
Robert Lewandowski,Barcelona,9,POL,FW,36,68,0,1,0,0,3,2,0,0,23,0,0,0,0.3,0.3,0.1,2,0,14,15,"93,3",4,13,0,0,0,15/09/2024
Ferrán Torres,Barcelona,7,ESP,FW,24,17,0,0,0,0,0,0,0,1,10,1,0,1,0,0,0,0,0,5,6,"83,3",0,4,0,0,0,15/09/2024
Raphinha,Barcelona,11,BRA,"LW,AM",27,90,0,0,0,0,1,0,0,0,48,2,0,0,0,0,0.6,7,2,26,44,"59,1",4,26,0,3,1,15/09/2024
Lamine Yamal,Barcelona,19,ESP,RW,17,89,2,0,0,0,5,4,1,0,53,6,0,0,0.7,0.7,0.1,2,0,24,34,"70,6",4,30,4,6,1,15/09/2024
Gerard Martín,Barcelona,35,ESP,RW,22,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,4,4,"100,0",0,3,0,0,0,15/09/2024
Dani Olmo,Barcelona,20,ESP,AM,26,60,1,0,0,0,1,1,0,0,36,2,1,0,0,0,0,1,0,20,26,"76,9",4,22,1,2,1,15/09/2024
Eric García,Barcelona,24,ESP,"DM,AM",23,30,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,10,11,"90,9",1,8,1,1,1,15/09/2024
Pedri,Barcelona,8,ESP,DM,21,68,1,0,0,0,1,1,0,0,46,3,0,1,0.2,0.2,0,1,0,31,34,"91,2",8,18,0,3,1,15/09/2024
Pau Victor Delgado,Barcelona,18,ESP,LW,22,22,0,0,0,0,3,1,1,0,16,0,0,1,0.5,0.5,0,1,0,5,9,"55,6",0,9,1,1,1,15/09/2024
Marc Casado,Barcelona,17,ESP,DM,21,90,0,1,0,0,1,0,0,0,56,1,0,1,0,0,0.2,5,1,47,52,"90,4",6,33,0,0,0,15/09/2024
Alejandro Balde,Barcelona,3,ESP,LB,20,90,0,0,0,0,2,0,0,0,58,2,0,0,0.1,0.1,0,3,1,36,45,"80,0",2,29,4,4,2,15/09/2024
Iñigo Martínez,Barcelona,5,ESP,CB,33,90,0,0,0,0,1,0,0,0,90,1,0,1,0,0,0,3,0,74,80,"92,5",5,55,1,0,0,15/09/2024
Pau Cubarsí,Barcelona,2,ESP,CB,17,60,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,1,42,45,"93,3",2,30,0,0,0,15/09/2024
Héctor Fort,Barcelona,32,ESP,RB,18,30,0,0,0,0,1,0,0,0,17,0,0,2,0,0,0,1,0,9,12,"75,0",1,5,1,1,0,15/09/2024
Jules Koundé,Barcelona,23,FRA,"RB,CB",25,90,0,1,0,0,1,0,0,0,65,1,0,1,0,0,0.1,2,1,53,59,"89,8",6,35,2,2,2,15/09/2024
Marc-André ter Stegen,Barcelona,1,GER,GK,32,90,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,0,43,46,"93,5",0,33,0,0,0,15/09/2024
Gorka Guruzeta,Athletic Club,12,ESP,FW,28,58,0,0,0,0,1,1,0,0,29,0,0,3,0,0,0,0,0,13,18,"72,2",0,13,1,3,2,15/09/2024
Mikel Vesga,Athletic Club,6,ESP,CM,31,32,0,0,0,0,0,0,0,0,14,0,1,2,0,0,0,0,0,6,7,"85,7",1,3,0,1,1,15/09/2024
Nico Williams,Athletic Club,10,ESP,"LW,LM",22,70,1,0,0,0,2,1,0,0,38,3,0,0,0.2,0.2,0.2,6,1,17,27,"63,0",4,24,6,7,3,15/09/2024
Álex Berenguer,Athletic Club,7,ESP,LM,29,20,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0.5,1,0,2,7,"28,6",1,2,0,0,0,15/09/2024
Iñaki Williams,Athletic Club,9,GHA,"RW,RM",30,90,0,3,0,0,2,0,0,0,41,0,1,2,0.5,0.5,1.3,4,3,17,32,"53,1",1,28,5,3,1,15/09/2024
Oihan Sancet,Athletic Club,8,ESP,"AM,FW",24,70,1,0,0,0,2,1,0,0,35,0,0,1,0.4,0.4,0,0,0,21,26,"80,8",4,20,3,2,0,15/09/2024
Unai Gómez,Athletic Club,20,ESP,FW,21,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,6,"50,0",2,3,0,1,1,15/09/2024
Iñigo Ruiz de Galarreta,Athletic Club,16,ESP,DM,31,58,0,0,0,0,0,0,1,0,31,1,0,1,0,0,0,0,0,20,27,"74,1",3,16,1,1,1,15/09/2024
Beñat Prados,Athletic Club,24,ESP,CM,23,32,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,1,0,2,9,"22,2",0,2,0,1,0,15/09/2024
Mikel Jauregizar,Athletic Club,23,ESP,DM,20,55,0,0,0,0,0,0,1,1,28,2,2,1,0,0,0,0,0,16,20,"80,0",2,8,0,2,1,15/09/2024
Yuri Berchiche,Athletic Club,17,ESP,LB,34,90,0,0,0,0,1,0,0,0,70,1,1,0,0.1,0.1,0.1,1,0,40,56,"71,4",3,19,0,2,2,15/09/2024
Aitor Paredes,Athletic Club,4,ESP,CB,24,90,1,0,0,0,1,1,0,0,45,0,1,2,0.9,0.9,0,0,0,23,34,"67,6",0,23,0,0,0,15/09/2024
Daniel Vivian,Athletic Club,3,ESP,CB,25,90,0,0,0,0,0,0,0,0,53,3,2,3,0,0,0,1,0,24,33,"72,7",6,19,0,0,0,15/09/2024
Óscar de Marcos,Athletic Club,18,ESP,RB,35,76,0,0,0,0,0,0,0,0,50,3,2,0,0,0,0,1,1,30,41,"73,2",4,15,1,1,1,15/09/2024
Andoni Gorosabel,Athletic Club,2,ESP,RB,28,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,"75,0",0,0,0,0,0,15/09/2024
Julen Agirrezabala,Athletic Club,13,ESP,GK,23,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,16,25,"64,0",0,11,0,0,0,15/09/2024
Alexander Sørloth,Atlético Madrid,9,NOR,FW,28,60,0,0,0,0,4,1,0,0,26,0,0,0,0.6,0.6,0,2,0,10,13,"76,9",2,14,1,1,0,15/09/2024
Julián Álvarez,Atlético Madrid,19,ARG,FW,24,30,1,0,0,0,1,1,0,0,9,0,0,1,0.5,0.5,0,0,0,3,4,"75,0",1,3,0,0,0,15/09/2024
Antoine Griezmann,Atlético Madrid,7,FRA,"FW,CM",33,75,1,0,0,0,2,1,0,0,61,1,1,2,0.7,0.7,0,3,1,33,48,"68,8",6,31,3,1,1,15/09/2024
Giuliano Simeone,Atlético Madrid,22,ARG,"LM,CM",21,15,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,3,"66,7",0,1,0,1,1,15/09/2024
Conor Gallagher,Atlético Madrid,4,ENG,CM,24,90,1,0,0,0,1,1,0,0,48,4,0,2,0.7,0.7,0,2,0,29,37,"78,4",6,20,1,1,0,15/09/2024
Koke,Atlético Madrid,6,ESP,CM,32,90,0,0,0,0,0,0,1,0,72,0,0,2,0,0,0.2,2,1,56,66,"84,8",3,29,1,0,0,15/09/2024
Rodrigo De Paul,Atlético Madrid,5,ARG,CM,30,60,0,1,0,0,0,0,0,0,54,0,0,0,0,0,0.7,3,1,38,48,"79,2",8,31,2,1,0,15/09/2024
Ángel Correa,Atlético Madrid,10,ARG,"FW,RM",29,30,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,6,8,"75,0",1,5,1,1,1,15/09/2024
Samuel Lino,Atlético Madrid,12,BRA,LB,24,66,0,1,0,0,3,0,0,0,50,3,1,2,0.4,0.4,0.7,4,1,31,35,"88,6",1,31,1,4,1,15/09/2024
Rodrigo Riquelme,Atlético Madrid,17,ESP,LB,24,24,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,7,"71,4",0,7,2,0,0,15/09/2024
César Azpilicueta,Atlético Madrid,3,ESP,CB,35,76,0,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0,0,42,49,"85,7",5,26,0,0,0,15/09/2024
Reinildo Mandava,Atlético Madrid,23,MOZ,CB,30,14,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,1,1,9,11,"81,8",0,6,0,0,0,15/09/2024
José María Giménez,Atlético Madrid,2,URU,CB,29,90,0,0,0,0,1,0,0,0,80,1,1,1,0.1,0.1,0,1,0,66,70,"94,3",3,48,0,0,0,15/09/2024
Robin Le Normand,Atlético Madrid,24,ESP,CB,27,90,0,0,0,0,1,0,0,0,81,0,1,1,0.2,0.2,0,0,0,62,74,"83,8",4,57,1,1,1,15/09/2024
Marcos Llorente,Atlético Madrid,14,ESP,RB,29,90,0,0,0,0,1,0,0,0,83,0,0,2,0,0,0.6,4,0,67,76,"88,2",7,45,2,0,0,15/09/2024
Jan Oblak,Atlético Madrid,13,SVN,GK,31,90,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,20,23,"87,0",0,12,0,0,0,15/09/2024
Dani Gómez,Valencia,17,ESP,FW,26,78,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,9,11,"81,8",1,5,0,1,0,15/09/2024
Martín Tejón,Valencia,32,ESP,FW,20,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,3,4,"75,0",0,4,0,1,1,15/09/2024
Javier Guerra,Valencia,8,ESP,FW,21,78,0,0,0,0,2,0,0,0,44,1,0,0,0,0,0,1,0,25,33,"75,8",4,24,1,4,3,15/09/2024
Germán Valera,Valencia,30,ESP,RM,22,12,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,2,0,6,7,"85,7",1,6,0,1,1,15/09/2024
Luis Rioja,Valencia,22,ESP,LM,30,69,0,0,0,0,0,0,0,0,41,0,1,4,0,0,0,1,0,17,28,"60,7",0,14,0,2,1,15/09/2024
Sergi Canós,Valencia,7,ESP,LM,27,21,0,0,0,0,1,0,0,0,20,0,0,0,0.1,0.1,0,1,0,11,16,"68,8",0,13,0,0,0,15/09/2024
José Luis García Vayá,Valencia,18,ESP,CM,26,90,0,0,0,0,0,0,0,0,65,0,0,1,0,0,0.1,1,0,51,62,"82,3",8,32,0,0,0,15/09/2024
Hugo Guillamón,Valencia,6,ESP,CM,24,45,0,0,0,0,0,0,1,0,23,0,1,0,0,0,0,0,0,17,20,"85,0",2,7,0,0,0,15/09/2024
Enzo Barrenechea,Valencia,5,ARG,CM,23,45,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,39,40,"97,5",4,14,0,0,0,15/09/2024
Diego López,Valencia,16,ESP,"RM,FW",22,90,0,0,0,0,0,0,0,0,46,0,1,1,0,0,0,1,0,24,31,"77,4",3,18,2,6,0,15/09/2024
Thierry Correia,Valencia,12,POR,"LB,RB",25,90,0,0,0,0,1,1,0,0,76,1,0,2,0,0,0,2,0,56,66,"84,8",13,28,1,2,1,15/09/2024
Cristhian Mosquera,Valencia,3,ESP,CB,20,90,0,0,0,0,0,0,0,0,63,2,1,0,0,0,0,0,0,48,55,"87,3",6,33,1,0,0,15/09/2024
César Tárrega,Valencia,15,ESP,CB,22,90,0,0,0,0,0,0,1,0,67,3,0,1,0,0,0,0,0,46,57,"80,7",3,24,0,0,0,15/09/2024
Dimitri Foulquier,Valencia,20,FRA,RB,31,70,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,29,38,"76,3",1,23,3,1,0,15/09/2024
Jesus Vazquez,Valencia,21,ESP,LB,21,20,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,10,"80,0",2,4,0,0,0,15/09/2024
Giorgi Mamardashvili,Valencia,25,GEO,GK,23,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,20,29,"69,0",0,5,0,0,0,15/09/2024
Mikel Oyarzabal,Real Sociedad,10,ESP,FW,27,59,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,8,10,"80,0",1,5,0,0,0,17/09/2024
Orri Steinn Óskarsson,Real Sociedad,9,ISL,FW,20,31,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0,1,0,2,3,"66,7",0,5,0,0,0,17/09/2024
Ander Barrenetxea,Real Sociedad,7,ESP,LM,22,77,0,0,0,0,3,1,0,0,43,3,1,0,0.2,0.2,0,1,0,16,26,"61,5",1,23,1,3,1,17/09/2024
Sheraldo Becker,Real Sociedad,11,SUR,LM,29,13,0,0,0,0,1,1,0,0,17,0,0,0,0,0,0.1,1,0,12,16,"75,0",2,14,2,0,0,17/09/2024
Luka Sučić,Real Sociedad,24,CRO,CM,22,90,0,0,0,0,4,1,0,0,64,1,2,1,0.2,0.2,0.2,6,0,47,55,"85,5",7,33,1,1,1,17/09/2024
Beñat Turrientes,Real Sociedad,22,ESP,CM,22,60,0,0,0,0,1,0,1,0,27,2,1,0,0,0,0,0,0,17,20,"85,0",0,16,0,1,1,17/09/2024
Pablo Marín,Real Sociedad,28,ESP,CM,21,30,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,12,16,"75,0",1,13,0,1,1,17/09/2024
Sergio Gómez,Real Sociedad,17,ESP,RM,24,45,0,0,0,0,1,1,0,0,26,1,0,0,0,0,0,0,0,19,21,"90,5",1,14,0,2,1,17/09/2024
Takefusa Kubo,Real Sociedad,14,JPN,RM,23,45,0,0,0,0,1,0,0,0,28,0,0,1,0,0,0,5,0,16,24,"66,7",3,18,2,3,1,17/09/2024
Martín Zubimendi,Real Sociedad,4,ESP,DM,25,90,0,0,0,0,1,1,0,0,76,2,0,0,0,0,0,2,0,57,68,"83,8",10,44,1,0,0,17/09/2024
Aihen Muñoz,Real Sociedad,3,ESP,LB,27,90,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0.1,3,0,50,64,"78,1",7,35,4,1,0,17/09/2024
Nayef Aguerd,Real Sociedad,21,MAR,CB,28,90,0,0,0,0,0,0,0,0,95,2,1,1,0,0,0,2,0,76,87,"87,4",8,64,2,0,0,17/09/2024
Igor Zubeldia,Real Sociedad,5,ESP,CB,27,90,0,0,0,0,0,0,0,0,79,1,1,0,0,0,0,2,0,61,69,"88,4",7,49,3,0,0,17/09/2024
Aritz Elustondo,Real Sociedad,6,ESP,RB,30,59,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,2,0,33,43,"76,7",1,27,1,2,0,17/09/2024
Álvaro Odriozola,Real Sociedad,2,ESP,RB,28,31,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,12,18,"66,7",1,17,0,0,0,17/09/2024
Álex Remiro,Real Sociedad,1,ESP,GK,29,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,30,36,"83,3",0,24,0,0,0,17/09/2024
Vitor Roque,Real Betis,8,BRA,FW,19,85,0,0,0,0,4,1,0,0,30,0,0,1,1,1,0.4,3,1,10,16,"62,5",1,17,2,2,1,18/09/2024
Ezequiel Ávila,Real Betis,9,ARG,FW,30,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,7,"100,0",2,3,0,1,0,18/09/2024
Abde Ezzalzouli,Real Betis,10,MAR,LW,22,85,0,0,0,0,4,2,0,0,47,2,0,0,0.5,0.5,0,4,0,29,38,"76,3",3,35,8,4,4,18/09/2024
Juanmi,Real Betis,7,ESP,LW,31,5,0,0,0,0,1,1,0,0,8,1,0,0,0,0,0,1,0,3,3,"100,0",1,7,1,1,1,18/09/2024
Pablo Fornals,Real Betis,18,ESP,RW,28,76,0,0,0,0,2,0,1,0,56,1,1,1,0.1,0.1,0,4,0,29,46,"63,0",5,36,2,2,1,18/09/2024
Aitor Ruibal,Real Betis,24,ESP,RW,28,14,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,4,7,"57,1",0,10,0,1,0,18/09/2024
Giovani Lo Celso,Real Betis,20,ARG,AM,28,77,2,0,1,1,3,1,0,0,61,0,0,1,1,0.2,0.6,7,1,38,50,"76,0",11,40,1,4,3,18/09/2024
Iker Losada,Real Betis,19,ESP,AM,23,13,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,1,0,6,12,"50,0",0,10,0,0,0,18/09/2024
Marc Roca,Real Betis,21,ESP,DM,27,90,0,1,0,0,0,0,0,0,52,2,2,1,0,0,0.1,4,1,41,46,"89,1",2,39,2,2,2,18/09/2024
Sergi Altimira,Real Betis,16,ESP,DM,23,90,0,0,0,0,0,0,0,0,51,2,1,0,0,0,0,3,0,36,42,"85,7",2,34,1,1,1,18/09/2024
Romain Perraud,Real Betis,15,FRA,LB,26,45,0,0,0,0,1,0,1,0,23,0,0,0,0,0,0,0,0,18,21,"85,7",2,16,1,0,0,18/09/2024
Ricardo Rodríguez,Real Betis,12,SUI,LB,32,45,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,20,27,"74,1",0,15,2,2,2,18/09/2024
Natan,Real Betis,6,BRA,CB,23,90,0,0,0,0,0,0,0,0,74,1,0,2,0,0,0,0,0,56,65,"86,2",3,42,0,0,0,18/09/2024
Diego Llorente,Real Betis,3,ESP,CB,31,90,0,0,0,0,1,1,0,0,77,3,0,0,0.4,0.4,0,2,0,50,66,"75,8",4,52,0,0,0,18/09/2024
Héctor Bellerín,Real Betis,2,ESP,RB,29,90,0,0,0,0,0,0,0,0,74,6,1,0,0,0,0.1,2,0,46,59,"78,0",3,36,0,4,4,18/09/2024
Rui Silva,Real Betis,1,POR,GK,30,90,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,36,45,"80,0",0,28,0,0,0,18/09/2024
